timestamp,plugs,hvac,total
2019-01-01 00:00:00,1.5833333330000001,0.0,1.5833333330000001
2019-01-01 00:15:00,1.6,0.0,1.6
2019-01-01 00:30:00,1.59,0.0,1.59
2019-01-01 00:45:00,1.58,1.995,3.575
2019-01-01 01:00:00,1.57,0.944444444,2.514444444
2019-01-01 01:15:00,1.56,2.515,4.075
2019-01-01 01:30:00,1.55,0.916666667,2.466666667
2019-01-01 01:45:00,1.54,7.031052632,8.571052632
2019-01-01 02:00:00,1.53,8.872222222,10.402222221999999
2019-01-01 02:15:00,1.52,10.84210526,12.36210526
2019-01-01 02:30:00,1.51,9.268421053,10.778421053
2019-01-01 02:45:00,1.5,0.0,1.5
2019-01-01 03:00:00,1.5,0.0,1.5
2019-01-01 03:15:00,1.5,0.0,1.5
2019-01-01 03:30:00,1.5,0.0,1.5
2019-01-01 03:45:00,1.5,0.0,1.5
2019-01-01 04:00:00,1.5999999999999999,0.0,1.5999999999999999
2019-01-01 04:15:00,1.5,0.0,1.5
2019-01-01 04:30:00,1.5333333329999999,7.131578947,8.66491228
2019-01-01 04:45:00,1.566666667,5.32,6.886666667
2019-01-01 05:00:00,1.5999999999999999,0.0,1.5999999999999999
2019-01-01 05:15:00,1.5625,0.0,1.5625
2019-01-01 05:30:00,1.525,0.0,1.525
2019-01-01 05:45:00,1.4875,0.0,1.4875
2019-01-01 06:00:00,1.45,0.0,1.45
2019-01-01 06:15:00,1.4,0.0,1.4
2019-01-01 06:30:00,1.5999999999999999,0.0,1.5999999999999999
2019-01-01 06:45:00,1.8,0.0,1.8
2019-01-01 07:00:00,1.5999999999999999,0.0,1.5999999999999999
2019-01-01 07:15:00,1.4,0.0,1.4
2019-01-01 07:30:00,1.45,0.0,1.45
2019-01-01 07:45:00,1.5,0.0,1.5
2019-01-01 08:00:00,1.55,0.0,1.55
2019-01-01 08:15:00,1.5999999999999999,0.0,1.5999999999999999
2019-01-01 08:30:00,1.8,0.0,1.8
2019-01-01 08:45:00,2.0,0.0,2.0
2019-01-01 09:00:00,2.2,0.0,2.2
